metric,event_start_rel_s,event_end_rel_s,duration_s,peak_abs_z,peak_signed_z,n_frames,video_id,trial_id,condition
au24_lip_press_proxy,1.1300000000000008,1.3399999999999999,0.20999999999999908,7.774508037862976,-7.774508037862976,21,P2H31220,1,control
au24_lip_press_proxy,1.8900000000000006,2.3599999999999994,0.46999999999999886,8.009728687198592,-8.009728687198592,30,P2H31220,1,control
au24_lip_press_proxy,3.0299999999999994,3.5199999999999996,0.4900000000000002,4.026980636467972,4.026980636467972,49,P2H31220,1,control
au24_lip_press_proxy,3.619999999999999,3.7699999999999996,0.15000000000000036,7.660342547397006,-7.660342547397006,15,P2H31220,1,control
au24_lip_press_proxy,3.9399999999999995,4.0600000000000005,0.120000000000001,3.725460338479488,-3.725460338479488,10,P2H31220,1,control
au24_lip_press_proxy,4.59,5.01,0.41999999999999993,5.680852521478008,-5.680852521478008,42,P2H31220,1,control
au45_blink_proxy,4.539999999999999,5.01,0.47000000000000064,12.357857149106968,-12.357857149106968,47,P2H31220,1,control
cheek_composite_proxy,2.9800000000000004,3.59,0.6099999999999994,5.8881678150866605,5.8881678150866605,61,P2H31220,1,control
cheek_composite_proxy,3.6400000000000006,3.7699999999999996,0.129999999999999,3.6958398435079385,-3.6958398435079385,7,P2H31220,1,control
au06_cheek_raise_proxy,0.12999999999999545,0.3299999999999841,0.19999999999998863,8.318829954367061,8.318829954367061,19,P2H31220,2,sweat
au06_cheek_raise_proxy,0.7299999999999898,0.8599999999999852,0.12999999999999545,10.688230567486071,10.688230567486071,13,P2H31220,2,sweat
au06_cheek_raise_proxy,1.1500000000000057,1.3599999999999852,0.20999999999997954,5.627052166612521,5.627052166612521,20,P2H31220,2,sweat
au06_cheek_raise_proxy,1.4099999999999966,1.5199999999999818,0.10999999999998522,9.697959641526655,9.697959641526655,11,P2H31220,2,sweat
au06_cheek_raise_proxy,1.8799999999999955,2.109999999999985,0.22999999999998977,9.653551221510286,9.653551221510286,23,P2H31220,2,sweat
au24_lip_press_proxy,2.3799999999999955,2.569999999999993,0.18999999999999773,7.098443606976379,-7.098443606976379,19,P2H31220,2,sweat
au24_lip_press_proxy,2.930000000000007,3.030000000000001,0.09999999999999432,4.802554132135284,-4.802554132135284,9,P2H31220,2,sweat
au24_lip_press_proxy,4.789999999999992,5.009999999999991,0.21999999999999886,3.8518158342193454,-3.8518158342193454,22,P2H31220,2,sweat
au45_blink_proxy,0.0,0.10999999999998522,0.10999999999998522,14.94680937263402,14.94680937263402,11,P2H31220,2,sweat
au45_blink_proxy,0.21000000000000796,0.37000000000000455,0.1599999999999966,17.238767891946118,17.238767891946118,16,P2H31220,2,sweat
au45_blink_proxy,0.710000000000008,0.8899999999999864,0.1799999999999784,18.449837168600574,18.449837168600574,18,P2H31220,2,sweat
au45_blink_proxy,1.3899999999999864,1.6599999999999966,0.27000000000001023,18.82242190572577,18.82242190572577,27,P2H31220,2,sweat
au45_blink_proxy,3.5999999999999943,3.819999999999993,0.21999999999999886,17.42588407871603,17.42588407871603,22,P2H31220,2,sweat
cheek_composite_proxy,0.75,0.8400000000000034,0.09000000000000341,5.008312065477516,5.008312065477516,9,P2H31220,2,sweat
cheek_composite_proxy,2.3499999999999943,2.819999999999993,0.46999999999999886,8.65746021053957,8.65746021053957,47,P2H31220,2,sweat
cheek_composite_proxy,2.969999999999999,3.109999999999985,0.13999999999998636,4.547162972186829,4.547162972186829,14,P2H31220,2,sweat
cheek_composite_proxy,4.340000000000003,4.429999999999978,0.08999999999997499,3.491011051666995,3.491011051666995,7,P2H31220,2,sweat
cheek_composite_proxy,4.47999999999999,5.009999999999991,0.5300000000000011,4.353871583370483,4.353871583370483,53,P2H31220,2,sweat
