window,feature,n_pairs,sweat_mean,control_mean,mean_diff_sweat_minus_control,median_diff_sweat_minus_control,paired_effect_dz,paired_t_stat,paired_t_p,wilcoxon_stat,wilcoxon_p
late_2_5s,mouth_open_proxy_delta_auc_abs,7,0.009697058255467345,0.0405360599995938,-0.030839001744126456,-0.0010118467322958995,-0.37982315519894266,-1.0049176108402922,0.3537284235317876,11.0,0.6875
late_2_5s,mouth_asymmetry_proxy_delta_mean,7,-0.013964936327022715,-0.025005180869740812,0.011040244542718099,0.0122346474502432,0.2131427246487282,0.5639226431832517,0.5932429260652654,12.0,0.8125
late_2_5s,mouth_asymmetry_proxy_z_peak_abs,7,5.603034611890062,7.678891776409328,-2.0758571645192663,-0.5967016343784279,-0.27619908276290045,-0.7307540853347813,0.4924664406010058,11.0,0.6875
late_2_5s,mouth_asymmetry_proxy_delta_auc_abs,7,0.06523089167527404,0.13705648160647235,-0.07182558993119834,-0.0779847106621076,-0.5785201699938017,-1.5306204982384106,0.1767399303115245,6.0,0.21875
late_2_5s,head_yaw_proxy_delta_mean,7,0.015103588330210513,0.008434950373638287,0.0066686379565722275,0.010330225867509698,0.13454184178899856,0.3559642543062877,0.7340487527996788,11.0,0.6875
late_2_5s,head_yaw_proxy_z_peak_abs,7,8.939980753844914,4.933801255218618,4.006179498626297,1.0767648194963706,0.28932639578410535,0.7654856909713893,0.473009058454998,12.0,0.8125
late_2_5s,head_yaw_proxy_delta_auc_abs,7,0.0784363316723433,0.08518519752361142,-0.006748865851268103,0.026689590025768296,-0.07326119559287061,-0.1938309042899968,0.8527039358084565,12.0,0.8125
late_2_5s,head_roll_deg_delta_mean,7,0.9841789503868116,-1.7165227578406184,2.7007017082274296,2.460724912527253,0.5825102338999038,1.5411772150492116,0.17420801584341739,6.0,0.21875
late_2_5s,head_roll_deg_z_peak_abs,7,5.806842627902986,5.119688379158157,0.6871542487448288,2.4958605352167336,0.09676035863984984,0.2560038457304627,0.8064988140583451,11.0,0.6875
late_2_5s,head_roll_deg_delta_auc_abs,7,5.910898563193823,11.12120498000446,-5.210306416810637,-2.136845542080626,-0.3865519069332972,-1.0227202145632885,0.34589293191673903,8.0,0.375
short_500_2000ms,au06_cheek_raise_proxy_delta_mean,7,-0.005267674913051729,-0.004016520488086727,-0.001251154424965001,-0.0006158175700483014,-0.08261130912035636,-0.218568979413945,0.834230572488817,12.0,0.8125
